Date,Hour,Temperature (°C),Humidity (%),Wind Speed (km/h),Rain (mm),Public Holiday,Real Estate Development Index,Seasonal Factor,Day of Week,Historical Demand (MW)
2024-02-20,1,25,59,3,0.0,No,1.2717674615924415,Winter,Tuesday,2148
2024-02-20,2,27,44,11,0.5,No,1.1131939743910104,Winter,Tuesday,1924
2024-02-20,3,22,61,3,0.0,No,1.1403375638926223,Winter,Tuesday,1864
2024-02-20,4,6,51,11,0.0,No,1.0402967725693641,Winter,Tuesday,1698
2024-02-20,5,11,88,14,0.0,No,1.1562111246074256,Winter,Tuesday,1769
2024-02-20,6,32,68,1,1.0,No,1.4133140556612398,Winter,Tuesday,1526
2024-02-20,7,27,73,13,5.0,No,1.31521237252683,Winter,Tuesday,1884
2024-02-20,8,26,48,6,0.0,Yes,1.1113656796394151,Winter,Tuesday,1986
2024-02-20,9,23,61,2,0.0,No,1.143495479205336,Winter,Tuesday,1705
2024-02-20,10,35,78,4,0.5,No,1.0450209533393904,Winter,Tuesday,1813
2024-02-20,11,37,71,13,0.0,No,1.094646193250875,Winter,Tuesday,1774
2024-02-20,12,10,42,0,0.0,Yes,1.0411703763937536,Winter,Tuesday,2171
2024-02-20,13,28,31,3,1.0,No,1.4011259823079354,Winter,Tuesday,1600
2024-02-20,14,7,50,10,0.5,No,1.3665449370312155,Winter,Tuesday,2074
2024-02-20,15,28,56,0,0.0,No,1.270064691101791,Winter,Tuesday,3715
2024-02-20,16,27,51,10,0.0,Yes,1.4163257461463026,Winter,Tuesday,3614
2024-02-20,17,23,71,12,0.0,Yes,1.2005215947477113,Winter,Tuesday,3663
2024-02-20,18,22,89,0,0.5,No,1.4085976126642203,Winter,Tuesday,3483
2024-02-20,19,23,87,9,0.0,No,1.312619484295928,Winter,Tuesday,1567
2024-02-20,20,21,76,1,0.0,No,1.2023076467564702,Winter,Tuesday,2133
2024-02-20,21,35,70,3,5.0,No,1.2739273918008902,Winter,Tuesday,2310
2024-02-20,22,32,59,14,0.0,No,1.4171478536769349,Winter,Tuesday,3717
2024-02-20,23,33,40,6,0.0,No,1.4940231314300314,Winter,Tuesday,3125
2024-02-21,0,27,75,9,5.0,No,1.2277264507816068,Winter,Wednesday,1370
2024-02-21,1,36,33,1,0.0,No,1.2607658006499372,Winter,Wednesday,2012
2024-02-21,2,31,37,12,0.0,No,1.3412356467348947,Winter,Wednesday,2669
2024-02-21,3,38,70,7,0.0,No,1.255319421281187,Winter,Wednesday,2445
2024-02-21,4,17,49,11,0.5,No,1.3304962604571298,Winter,Wednesday,1856
2024-02-21,5,15,52,5,1.0,No,1.3982111271305686,Winter,Wednesday,2121
2024-02-21,6,11,38,10,0.5,No,1.190786707642633,Winter,Wednesday,2328
2024-02-21,7,20,81,5,0.0,No,1.2858471546068917,Winter,Wednesday,2372
2024-02-21,8,19,85,4,1.0,Yes,1.1996462020537002,Winter,Wednesday,1990
2024-02-21,9,8,85,6,0.0,No,1.0907494632328154,Winter,Wednesday,2118
2024-02-21,10,36,40,1,0.0,No,1.4211989858339136,Winter,Wednesday,2083
2024-02-21,11,35,36,2,0.0,No,1.3213249110944423,Winter,Wednesday,2112
2024-02-21,12,32,34,7,0.0,No,1.0762897811739836,Winter,Wednesday,2052
2024-02-21,13,42,33,12,0.0,No,1.3022186424366342,Winter,Wednesday,2345
2024-02-21,14,6,40,3,0.0,No,1.407319214794196,Winter,Wednesday,1790
2024-02-21,15,38,34,8,1.0,No,1.0482222368515537,Winter,Wednesday,3765
2024-02-21,16,43,52,0,0.0,No,1.0351415040901477,Winter,Wednesday,4161
2024-02-21,17,33,48,5,5.0,No,1.4576642842714893,Winter,Wednesday,3854
2024-02-21,18,27,46,12,0.0,No,1.2118494359030283,Winter,Wednesday,3150
2024-02-21,19,43,69,5,0.0,No,1.315990450187174,Winter,Wednesday,1253
2024-02-21,20,43,42,9,0.0,No,1.10431535114337,Winter,Wednesday,1609
2024-02-21,21,11,35,6,0.0,No,1.3959313772780215,Winter,Wednesday,1376
2024-02-21,22,32,65,10,1.0,No,1.4460985284714258,Winter,Wednesday,3374
2024-02-21,23,7,82,4,0.0,No,1.3236304397228662,Winter,Wednesday,2661
2024-02-22,0,9,86,8,0.0,No,1.4695920822747912,Winter,Thursday,1858
2024-02-22,1,21,38,5,1.0,No,1.1083860881371754,Winter,Thursday,2081
2024-02-22,2,11,55,14,0.0,No,1.2995559617088435,Winter,Thursday,1874
2024-02-22,3,24,32,10,5.0,No,1.4896517874821709,Winter,Thursday,2696
2024-02-22,4,13,88,3,0.0,No,1.1933728662678758,Winter,Thursday,2414
2024-02-22,5,23,30,5,0.0,No,1.2742700215264207,Winter,Thursday,2053
2024-02-22,6,19,83,7,5.0,Yes,1.022612363833376,Winter,Thursday,1614
2024-02-22,7,42,76,6,0.0,No,1.0367025751986945,Winter,Thursday,1891
2024-02-22,8,14,78,1,1.0,No,1.170452948312762,Winter,Thursday,2075
2024-02-22,9,42,88,2,0.0,No,1.2370107438198985,Winter,Thursday,2462
2024-02-22,10,13,86,9,0.0,No,1.4038050928790209,Winter,Thursday,1965
2024-02-22,11,12,68,6,1.0,No,1.0798090195551815,Winter,Thursday,2237
2024-02-22,12,34,67,11,0.5,No,1.2014834156739491,Winter,Thursday,1600
2024-02-22,13,25,73,8,0.5,No,1.0213480878437253,Winter,Thursday,2335
2024-02-22,14,21,38,13,0.0,No,1.4465561936964713,Winter,Thursday,2052
2024-02-22,15,9,57,5,1.0,No,1.1561260739328847,Winter,Thursday,3579
2024-02-22,16,27,61,0,0.0,Yes,1.3431376325555107,Winter,Thursday,3359
2024-02-22,17,26,67,12,1.0,No,1.107146481148949,Winter,Thursday,3231
2024-02-22,18,25,58,1,5.0,No,1.4910240049249421,Winter,Thursday,3438
2024-02-22,19,15,66,0,0.0,No,1.186181167233648,Winter,Thursday,1544
2024-02-22,20,18,39,6,5.0,No,1.1039405430448557,Winter,Thursday,2172
2024-02-22,21,11,37,11,0.0,No,1.4440271560961557,Winter,Thursday,2344
2024-02-22,22,35,79,3,0.0,No,1.0979187812311588,Winter,Thursday,3782
2024-02-22,23,6,39,8,5.0,No,1.4963661495955785,Winter,Thursday,3461
2024-02-23,0,43,74,5,0.0,No,1.4587603660624118,Winter,Friday,2043
2024-02-23,1,22,63,5,0.5,No,1.4611449715627725,Winter,Friday,1685
2024-02-23,2,29,57,10,5.0,No,1.4193004068475175,Winter,Friday,2133
2024-02-23,3,24,37,4,1.0,No,1.1828658314739657,Winter,Friday,2557
2024-02-23,4,38,35,0,0.0,No,1.3827986815618312,Winter,Friday,2168
2024-02-23,5,34,37,14,0.0,No,1.1513831874092384,Winter,Friday,2233
2024-02-23,6,22,56,2,0.0,No,1.0451602293447002,Winter,Friday,1780
2024-02-23,7,34,49,8,1.0,No,1.4244394744776332,Winter,Friday,2009
2024-02-23,8,22,83,8,0.5,No,1.3085887891332666,Winter,Friday,2321
2024-02-23,9,28,80,11,0.0,No,1.1651177812854963,Winter,Friday,2149
2024-02-23,10,41,71,2,0.0,No,1.03953232335918,Winter,Friday,1910
2024-02-23,11,27,66,13,0.0,No,1.2534795373439387,Winter,Friday,2231
2024-02-23,12,41,62,14,0.5,No,1.465261538610676,Winter,Friday,2188
2024-02-23,13,7,44,7,1.0,No,1.1413317568111152,Winter,Friday,2279
2024-02-23,14,10,62,7,5.0,No,1.4775910548137103,Winter,Friday,2316
2024-02-23,15,20,47,11,0.0,No,1.2698750049433065,Winter,Friday,3123
2024-02-23,16,29,58,12,0.0,No,1.396613840091978,Winter,Friday,3336
2024-02-23,17,31,34,4,5.0,No,1.4094601190313636,Winter,Friday,4016
2024-02-23,18,27,33,14,1.0,No,1.494717317066606,Winter,Friday,3668
2024-02-23,19,19,57,11,0.0,Yes,1.2008281651100607,Winter,Friday,1359
2024-02-23,20,42,74,11,1.0,No,1.067147220261797,Winter,Friday,1915
2024-02-23,21,8,47,13,0.0,No,1.35368443729038,Winter,Friday,2203
2024-02-23,22,28,74,0,1.0,No,1.2328078480078246,Winter,Friday,3167
2024-02-23,23,17,74,5,5.0,No,1.4194255533413034,Winter,Friday,3286
2024-02-24,0,19,61,1,0.0,No,1.471084456951417,Winter,Saturday,1837
2024-02-24,1,20,47,5,5.0,No,1.4665573161924692,Winter,Saturday,1936
2024-02-24,2,15,53,6,0.0,No,1.0917443298083653,Winter,Saturday,1974
2024-02-24,3,28,38,2,0.0,No,1.3469575723511378,Winter,Saturday,2162
2024-02-24,4,13,59,10,0.0,No,1.0977285421359946,Winter,Saturday,2008
2024-02-24,5,6,68,1,5.0,No,1.0489391072184315,Winter,Saturday,2142
2024-02-24,6,35,66,9,0.5,No,1.220434331260452,Winter,Saturday,2039
2024-02-24,7,26,57,2,5.0,No,1.3128635245668485,Winter,Saturday,2184
2024-02-24,8,8,51,11,1.0,No,1.1369006763678133,Winter,Saturday,2167
2024-02-24,9,15,49,0,0.0,No,1.2325114638934234,Winter,Saturday,2320
2024-02-24,10,24,68,5,0.0,Yes,1.0929496147671822,Winter,Saturday,1527
2024-02-24,11,33,82,14,0.0,No,1.2596863976455874,Winter,Saturday,1660
2024-02-24,12,22,34,10,5.0,No,1.1104516134779283,Winter,Saturday,2004
2024-02-24,13,26,77,3,0.0,No,1.3977661881885484,Winter,Saturday,2242
2024-02-24,14,19,43,4,0.0,No,1.247737989787312,Winter,Saturday,2181
2024-02-24,15,16,77,10,0.0,No,1.335178527570939,Winter,Saturday,4087
2024-02-24,16,8,47,13,0.0,No,1.4342367661120807,Winter,Saturday,3330
2024-02-24,17,44,74,13,1.0,No,1.4618197127777097,Winter,Saturday,3767
2024-02-24,18,26,38,2,0.5,No,1.030477891480427,Winter,Saturday,3218
2024-02-24,19,16,49,1,0.5,No,1.1707569332121688,Winter,Saturday,1519
2024-02-24,20,17,40,0,0.0,No,1.1327185766566927,Winter,Saturday,1837
2024-02-24,21,39,70,12,0.0,No,1.3656984541432609,Winter,Saturday,2321
2024-02-24,22,16,53,14,1.0,No,1.0046600717116636,Winter,Saturday,3937
2024-02-24,23,24,35,14,0.0,Yes,1.1652282280103332,Winter,Saturday,3007
2024-02-25,0,42,71,10,0.5,Yes,1.2859781756886495,Winter,Sunday,1223
2024-02-25,1,19,75,1,0.0,No,1.2673571052996477,Winter,Sunday,2136
2024-02-25,2,20,55,14,5.0,No,1.2367754737046939,Winter,Sunday,1971
2024-02-25,3,22,67,8,0.0,No,1.3237301695589188,Winter,Sunday,1780
2024-02-25,4,25,77,14,0.0,No,1.4945782255600426,Winter,Sunday,1787
2024-02-25,5,43,42,12,1.0,No,1.2775525850807463,Winter,Sunday,2163
2024-02-25,6,9,53,7,1.0,No,1.3888822355158958,Winter,Sunday,2152
2024-02-25,7,15,80,9,5.0,No,1.1800619036770672,Winter,Sunday,2543
2024-02-25,8,44,68,3,0.0,No,1.4102847917119918,Winter,Sunday,2464
2024-02-25,9,37,67,0,0.5,No,1.3927222496702134,Winter,Sunday,1899
2024-02-25,10,39,35,13,0.0,No,1.0052084212588088,Winter,Sunday,1633
2024-02-25,11,16,65,6,0.0,No,1.4299469481892269,Winter,Sunday,2603
2024-02-25,12,25,53,2,0.0,No,1.0756833053557224,Winter,Sunday,2201
2024-02-25,13,22,74,9,0.0,No,1.4811072244316072,Winter,Sunday,1867
2024-02-25,14,26,69,3,0.0,No,1.2881459756801237,Winter,Sunday,2150
2024-02-25,15,40,89,5,0.0,No,1.1656030449710963,Winter,Sunday,3159
2024-02-25,16,10,84,6,0.0,No,1.2484762800555038,Winter,Sunday,3898
2024-02-25,17,31,56,4,0.0,No,1.0718493869612455,Winter,Sunday,3383
2024-02-25,18,19,32,2,0.0,No,1.4539928879600486,Winter,Sunday,3352
2024-02-25,19,18,64,6,0.0,No,1.4076505551443093,Winter,Sunday,2232
2024-02-25,20,15,51,14,0.0,No,1.1996707166790288,Winter,Sunday,1913
2024-02-25,21,15,59,13,0.0,No,1.1537412912408447,Winter,Sunday,2087
2024-02-25,22,44,36,3,0.0,No,1.2742827915176742,Winter,Sunday,3240
2024-02-25,23,15,85,6,5.0,No,1.2700276410192812,Winter,Sunday,3149
2024-02-26,0,44,53,13,0.0,No,1.2797847527936619,Winter,Monday,2964
2024-02-26,1,31,31,0,0.0,No,1.4197012120715526,Winter,Monday,1727
2024-02-26,2,13,87,1,0.5,No,1.3237296724855965,Winter,Monday,1801
2024-02-26,3,13,87,4,0.0,No,1.0311671690464976,Winter,Monday,2520
2024-02-26,4,37,65,9,0.0,No,1.0228645030217394,Winter,Monday,2085
2024-02-26,5,28,56,13,0.0,No,1.4856358288739093,Winter,Monday,2737
2024-02-26,6,39,51,1,1.0,No,1.4169039402575707,Winter,Monday,2044
2024-02-26,7,23,54,12,0.0,No,1.3849812289390373,Winter,Monday,2274
2024-02-26,8,30,36,12,1.0,No,1.2803712390710107,Winter,Monday,2019
2024-02-26,9,19,57,12,5.0,No,1.2637675217130564,Winter,Monday,2527
2024-02-26,10,33,77,9,0.0,No,1.219702581963102,Winter,Monday,2050
2024-02-26,11,33,73,9,0.5,No,1.4326526441503202,Winter,Monday,2122
2024-02-26,12,38,80,3,0.0,No,1.1370199551430749,Winter,Monday,2697
2024-02-26,13,18,63,12,5.0,No,1.1739442873878159,Winter,Monday,1516
2024-02-26,14,6,63,2,0.0,No,1.3740500305809487,Winter,Monday,1501
2024-02-26,15,24,38,11,0.0,No,1.4100352710353803,Winter,Monday,3393
2024-02-26,16,13,46,1,0.0,No,1.4118836535848838,Winter,Monday,3408
2024-02-26,17,42,40,6,1.0,No,1.013619938544688,Winter,Monday,3384
2024-02-26,18,20,51,7,0.0,No,1.3532727208435058,Winter,Monday,3451
2024-02-26,19,26,63,14,0.0,No,1.0047287935588476,Winter,Monday,1549
2024-02-26,20,24,40,4,0.0,No,1.2034380025097118,Winter,Monday,2354
2024-02-26,21,19,62,10,0.0,No,1.089384038104574,Winter,Monday,2204
2024-02-26,22,23,41,2,0.0,No,1.0106101138203787,Winter,Monday,2804
2024-02-26,23,30,81,10,0.0,Yes,1.043655647418721,Winter,Monday,3412
2024-02-27,0,16,80,2,0.0,No,1.3816564554644168,Winter,Tuesday,1505
2024-02-27,1,18,86,6,0.0,No,1.4980975328809305,Winter,Tuesday,2055
2024-02-27,2,38,82,5,0.0,No,1.190169586998769,Winter,Tuesday,1791
2024-02-27,3,37,51,8,0.5,No,1.4659933509548575,Winter,Tuesday,1860
2024-02-27,4,33,44,6,0.0,No,1.1056716378259606,Winter,Tuesday,1856
2024-02-27,5,16,63,12,1.0,No,1.1117557528475328,Winter,Tuesday,1991
2024-02-27,6,21,82,13,1.0,No,1.4520950529109156,Winter,Tuesday,2230
2024-02-27,7,23,86,13,0.0,No,1.186327367289821,Winter,Tuesday,2284
2024-02-27,8,33,67,1,0.0,No,1.333324384956524,Winter,Tuesday,2523
2024-02-27,9,22,35,1,0.0,No,1.3113412973485945,Winter,Tuesday,2095
2024-02-27,10,12,70,9,0.0,No,1.3608677463666938,Winter,Tuesday,2440
2024-02-27,11,18,59,10,1.0,No,1.4573222587859287,Winter,Tuesday,2859
2024-02-27,12,18,75,2,0.5,No,1.1908734566789727,Winter,Tuesday,2561
2024-02-27,13,24,72,12,1.0,No,1.2470280153004194,Winter,Tuesday,2114
2024-02-27,14,7,71,10,0.0,No,1.390510954600745,Winter,Tuesday,2141
2024-02-27,15,16,81,7,0.0,No,1.471492877715785,Winter,Tuesday,3351
2024-02-27,16,8,74,14,0.0,No,1.4256577724996666,Winter,Tuesday,4217
2024-02-27,17,9,35,5,0.0,No,1.1836718540287208,Winter,Tuesday,3293
2024-02-27,18,9,62,3,0.0,No,1.1311745754570468,Winter,Tuesday,3918
2024-02-27,19,23,41,5,0.0,No,1.4765787701128197,Winter,Tuesday,2141
2024-02-27,20,42,41,8,1.0,No,1.3569807536822043,Winter,Tuesday,1836
2024-02-27,21,43,76,3,5.0,No,1.3054268729828533,Winter,Tuesday,1540
2024-02-27,22,44,51,2,0.0,No,1.1803644967073996,Winter,Tuesday,3577
2024-02-27,23,7,67,12,0.0,No,1.064276794702197,Winter,Tuesday,3286
2024-02-28,0,26,87,6,0.0,No,1.025394163348808,Winter,Wednesday,1980
2024-02-28,1,28,54,5,0.5,No,1.2157167911624267,Winter,Wednesday,1719
2024-02-28,2,22,31,6,5.0,No,1.4451722934001898,Winter,Wednesday,1783
2024-02-28,3,38,55,8,5.0,No,1.3674230475195055,Winter,Wednesday,2131
2024-02-28,4,9,84,5,5.0,No,1.4317411330431105,Winter,Wednesday,2028
2024-02-28,5,38,77,14,0.0,No,1.2103350279244864,Winter,Wednesday,2282
2024-02-28,6,26,34,0,5.0,No,1.2320758920277501,Winter,Wednesday,2483
2024-02-28,7,35,36,4,5.0,No,1.0473980779317187,Winter,Wednesday,2511
2024-02-28,8,12,48,3,0.0,No,1.3110548329554175,Winter,Wednesday,1720
2024-02-28,9,28,86,5,0.0,No,1.3291388951486334,Winter,Wednesday,1925
2024-02-28,10,36,52,8,0.0,No,1.1879016187551739,Winter,Wednesday,2022
2024-02-28,11,8,32,10,0.5,No,1.3889963343370573,Winter,Wednesday,1831
2024-02-28,12,37,76,6,0.0,No,1.3869750506075995,Winter,Wednesday,2316
2024-02-28,13,34,63,5,0.0,No,1.3114870105946974,Winter,Wednesday,2111
2024-02-28,14,21,45,11,0.0,No,1.4528698274145093,Winter,Wednesday,2064
2024-02-28,15,23,59,7,1.0,No,1.0729143081966672,Winter,Wednesday,3726
2024-02-28,16,31,31,9,1.0,No,1.009906018387515,Winter,Wednesday,3323
2024-02-28,17,13,79,0,5.0,No,1.107348842229368,Winter,Wednesday,3438
2024-02-28,18,14,71,10,0.5,No,1.4241039009885879,Winter,Wednesday,3658
2024-02-28,19,31,83,14,0.0,No,1.3330581016926186,Winter,Wednesday,2005
2024-02-28,20,29,75,5,0.0,No,1.0747798801257111,Winter,Wednesday,1974
2024-02-28,21,29,53,6,0.0,No,1.2221125302523344,Winter,Wednesday,1641
2024-02-28,22,24,79,5,1.0,No,1.4701055579602602,Winter,Wednesday,3484
2024-02-28,23,22,85,8,0.0,No,1.4914360584556894,Winter,Wednesday,3269
2024-02-29,0,35,32,7,0.5,No,1.4345138857737414,Winter,Thursday,1953
2024-02-29,1,33,42,12,0.0,No,1.1335567344373347,Winter,Thursday,2131
2024-02-29,2,19,69,13,0.0,Yes,1.4586902376677116,Winter,Thursday,1748
2024-02-29,3,26,73,9,5.0,No,1.469929194539472,Winter,Thursday,2486
2024-02-29,4,14,34,8,0.0,No,1.422325836464605,Winter,Thursday,1788
2024-02-29,5,19,48,3,1.0,No,1.1662744885666556,Winter,Thursday,1933
2024-02-29,6,35,49,9,0.0,Yes,1.1469699199099186,Winter,Thursday,1985
2024-02-29,7,12,38,7,0.0,No,1.1606755707676186,Winter,Thursday,2134
2024-02-29,8,21,69,2,0.0,No,1.4021095376172412,Winter,Thursday,1834
2024-02-29,9,44,51,1,0.0,No,1.0951850579798106,Winter,Thursday,2011
2024-02-29,10,27,34,5,0.5,No,1.4458325960850185,Winter,Thursday,2009
2024-02-29,11,16,84,7,0.0,No,1.4738648999060926,Winter,Thursday,2509
2024-02-29,12,11,59,4,5.0,No,1.0931463407980617,Winter,Thursday,1936
2024-02-29,13,15,52,1,0.0,No,1.325688819388596,Winter,Thursday,1597
2024-02-29,14,16,63,12,1.0,No,1.2763565766259495,Winter,Thursday,1978
2024-02-29,15,6,67,6,0.0,No,1.4803296476588395,Winter,Thursday,3374
2024-02-29,16,17,51,9,0.5,No,1.4720851253159446,Winter,Thursday,3406
2024-02-29,17,8,37,12,5.0,No,1.2067642407300607,Winter,Thursday,2622
2024-02-29,18,7,32,3,0.0,No,1.3792702782490476,Winter,Thursday,3637
2024-02-29,19,26,48,14,0.0,No,1.4849069428527375,Winter,Thursday,1875
2024-02-29,20,43,36,10,0.5,No,1.0105177732076958,Winter,Thursday,1957
2024-02-29,21,10,85,6,0.0,No,1.1128458605857847,Winter,Thursday,2256
2024-02-29,22,8,43,9,0.0,No,1.175545122539292,Winter,Thursday,3420
2024-02-29,23,35,58,0,1.0,No,1.2341740306222495,Winter,Thursday,3117
2024-03-01,0,21,56,6,0.0,No,1.3880563394738215,Autumn,Friday,2220
2024-03-01,1,44,45,1,1.0,No,1.485085077268105,Autumn,Friday,2237
2024-03-01,2,27,46,2,0.0,No,1.2001579493321883,Autumn,Friday,1785
2024-03-01,3,5,87,8,0.0,No,1.3235913182815844,Autumn,Friday,2581
2024-03-01,4,7,81,11,1.0,No,1.4290614817271292,Autumn,Friday,1931
2024-03-01,5,36,71,8,1.0,No,1.4669103275735142,Autumn,Friday,1651
2024-03-01,6,9,39,13,0.0,No,1.2606130258446944,Autumn,Friday,2206
2024-03-01,7,7,84,2,0.0,No,1.0405505520564748,Autumn,Friday,2787
2024-03-01,8,15,70,12,0.0,No,1.2200757346971638,Autumn,Friday,2055
2024-03-01,9,7,55,2,0.0,No,1.4249754702080122,Autumn,Friday,2245
2024-03-01,10,12,52,1,0.0,No,1.0884925454041157,Autumn,Friday,2368
2024-03-01,11,12,71,11,0.0,No,1.4034241878798657,Autumn,Friday,1858
2024-03-01,12,9,58,14,0.5,No,1.327125161989329,Autumn,Friday,1492
2024-03-01,13,30,52,8,5.0,No,1.2051649359811851,Autumn,Friday,1863
2024-03-01,14,35,32,0,0.5,No,1.0886843016649363,Autumn,Friday,1735
2024-03-01,15,31,71,14,1.0,No,1.420825646325023,Autumn,Friday,3557
2024-03-01,16,32,74,7,1.0,No,1.1165101315859718,Autumn,Friday,3108
2024-03-01,17,43,82,13,0.5,No,1.3747007085059237,Autumn,Friday,2854
2024-03-01,18,44,42,3,0.0,No,1.34940429986889,Autumn,Friday,3688
2024-03-01,19,15,38,5,0.0,No,1.3601000465701887,Autumn,Friday,2311
2024-03-01,20,34,78,13,5.0,No,1.3688909506566302,Autumn,Friday,1968
2024-03-01,21,28,30,6,0.0,No,1.4100206007507097,Autumn,Friday,2344
2024-03-01,22,34,33,6,0.5,No,1.1956792721423644,Autumn,Friday,3449
2024-03-01,23,30,60,14,0.0,No,1.2859983941161648,Autumn,Friday,3253
2024-03-02,0,36,38,8,0.0,No,1.0690002413525825,Autumn,Saturday,2269
2024-03-02,1,23,66,12,0.0,No,1.2678609466910646,Autumn,Saturday,2489
2024-03-02,2,29,52,9,0.0,No,1.0434065880025074,Autumn,Saturday,1897
2024-03-02,3,9,64,5,5.0,Yes,1.0859929171236928,Autumn,Saturday,2208
2024-03-02,4,10,71,5,0.0,No,1.061059197561785,Autumn,Saturday,2419
2024-03-02,5,28,51,13,0.0,No,1.2433160330012494,Autumn,Saturday,2248
2024-03-02,6,28,37,10,5.0,No,1.1526687832617382,Autumn,Saturday,2192
2024-03-02,7,9,30,13,0.0,No,1.3304789019384458,Autumn,Saturday,2119
2024-03-02,8,29,38,8,0.0,No,1.3954571170336159,Autumn,Saturday,2164
2024-03-02,9,17,67,12,0.0,No,1.2098286744032463,Autumn,Saturday,2471
2024-03-02,10,35,58,11,0.5,Yes,1.0430636145713597,Autumn,Saturday,1817
2024-03-02,11,41,72,8,5.0,Yes,1.4936040603813467,Autumn,Saturday,1773
2024-03-02,12,39,44,14,1.0,No,1.3062794513199059,Autumn,Saturday,2028
2024-03-02,13,7,63,14,5.0,No,1.1890498439546016,Autumn,Saturday,2043
2024-03-02,14,15,62,5,1.0,No,1.0016610292389072,Autumn,Saturday,1560
2024-03-02,15,18,49,14,0.0,No,1.131594814437539,Autumn,Saturday,3449
2024-03-02,16,34,54,2,0.5,Yes,1.17277636746591,Autumn,Saturday,3531
2024-03-02,17,22,32,13,0.5,No,1.2062116365371147,Autumn,Saturday,3018
2024-03-02,18,18,56,10,0.0,No,1.0561836312661688,Autumn,Saturday,2847
2024-03-02,19,6,61,8,1.0,No,1.2554988967358702,Autumn,Saturday,2270
2024-03-02,20,34,31,4,0.0,No,1.1916356576071303,Autumn,Saturday,2063
2024-03-02,21,17,75,4,1.0,No,1.2753669124148892,Autumn,Saturday,2579
2024-03-02,22,10,78,12,0.0,No,1.277725801353552,Autumn,Saturday,2979
2024-03-02,23,29,38,8,5.0,No,1.0589300806382935,Autumn,Saturday,3165
2024-03-03,0,40,59,7,0.0,No,1.3782638609841662,Autumn,Sunday,1843
2024-03-03,1,16,46,14,0.0,No,1.0099581992334956,Autumn,Sunday,1714
2024-03-03,2,17,44,1,5.0,No,1.224464591408335,Autumn,Sunday,2070
2024-03-03,3,6,69,10,1.0,No,1.0636982786393716,Autumn,Sunday,1741
2024-03-03,4,34,56,14,0.5,No,1.2772736178478836,Autumn,Sunday,2569
2024-03-03,5,38,89,10,0.0,No,1.0851603823270406,Autumn,Sunday,1657
2024-03-03,6,22,34,6,0.0,No,1.3617427720652497,Autumn,Sunday,2438
2024-03-03,7,7,83,10,0.0,No,1.4943934863795847,Autumn,Sunday,1336
2024-03-03,8,6,44,5,0.5,No,1.0811300066946077,Autumn,Sunday,1875
2024-03-03,9,21,82,0,0.0,No,1.0272756358305575,Autumn,Sunday,2091
2024-03-03,10,44,68,4,1.0,No,1.485317011190336,Autumn,Sunday,2168
2024-03-03,11,30,60,8,0.0,No,1.042399918364412,Autumn,Sunday,2184
2024-03-03,12,28,49,14,0.0,No,1.0191398181729565,Autumn,Sunday,2185
2024-03-03,13,13,45,1,0.0,No,1.0695304096121172,Autumn,Sunday,2443
2024-03-03,14,43,68,11,0.0,No,1.1012797926294262,Autumn,Sunday,2021
2024-03-03,15,13,59,12,0.0,No,1.3555760361387972,Autumn,Sunday,3374
2024-03-03,16,16,82,4,5.0,No,1.1962956237513263,Autumn,Sunday,3862
2024-03-03,17,16,42,3,0.0,No,1.3730938590647386,Autumn,Sunday,3246
2024-03-03,18,16,51,6,0.0,No,1.192814748422815,Autumn,Sunday,3206
2024-03-03,19,43,87,6,0.0,No,1.0521382124378444,Autumn,Sunday,2340
2024-03-03,20,10,36,2,1.0,No,1.2921177893789406,Autumn,Sunday,2300
2024-03-03,21,10,42,7,0.0,No,1.1997624075974518,Autumn,Sunday,1990
2024-03-03,22,44,49,7,0.5,Yes,1.016005863460784,Autumn,Sunday,3254
2024-03-03,23,23,67,1,0.0,No,1.4258977256316892,Autumn,Sunday,3671
2024-03-04,0,34,36,7,0.0,No,1.488228678961673,Autumn,Monday,2068
2024-03-04,1,27,47,4,0.5,No,1.0014328316782608,Autumn,Monday,1660
2024-03-04,2,12,58,2,0.5,No,1.4444122386200364,Autumn,Monday,1335
2024-03-04,3,32,51,11,1.0,No,1.2910680195725248,Autumn,Monday,2161
2024-03-04,4,5,54,4,0.5,No,1.3525904338343255,Autumn,Monday,2354
2024-03-04,5,30,54,8,5.0,No,1.457692804126996,Autumn,Monday,2054
2024-03-04,6,18,61,3,0.5,No,1.4559478755203419,Autumn,Monday,1908
2024-03-04,7,17,55,8,1.0,No,1.3761729566668834,Autumn,Monday,2286
2024-03-04,8,35,88,8,0.0,No,1.0082933614018166,Autumn,Monday,2127
2024-03-04,9,36,45,14,0.0,No,1.0751897851651826,Autumn,Monday,1460
2024-03-04,10,14,61,7,5.0,No,1.2495553867753726,Autumn,Monday,2251
2024-03-04,11,22,32,0,0.0,No,1.0129647394463415,Autumn,Monday,2235
2024-03-04,12,32,48,5,0.0,No,1.183443383055189,Autumn,Monday,2045
2024-03-04,13,39,38,0,1.0,No,1.3228366602760404,Autumn,Monday,1687
2024-03-04,14,27,46,1,0.0,No,1.2470933498482895,Autumn,Monday,1220
2024-03-04,15,21,65,3,1.0,No,1.0667675368116636,Autumn,Monday,3772
2024-03-04,16,14,48,11,0.0,No,1.17276721757352,Autumn,Monday,3249
2024-03-04,17,7,38,0,1.0,No,1.015059138185066,Autumn,Monday,3465
